PAA,apen,dfa,fft_mean,fft_max,fft_min,fft_variance,fft_skewness,fft_kurtosis,cwt_mean,cwt_max,cwt_min,cwt_variance,cwt_skewness,cwt_kurtosis,Class
-0.0023263243330001,1.2412189796534585,0.7823397289817358,0.0012206999999999,2.1569848714301574,69.78972999,0.2410344216920193,173.85722282383497,30134.728480159964,0.0032899194222071,0.0138106581068463,0.026758193392305,4.925880308694706e-06,0.2450221519013365,4.8128588737205975,0
-0.0024009601766335,1.2242227497173983,0.767068451288239,0.000915527,2.418715933740731,71.88445697899999,0.2552581461615365,175.47224649004593,30520.68950830876,0.0033886657994509,0.0569690477757878,0.0140264883096678,5.224353810868168e-06,3.0294319745153144,64.86638842971539,0
-0.0024238991676001,2.1925146236321007,0.7790215221819412,0.000915527,2.20193663957375,72.898859809,0.2466887559243767,166.7729692807195,28511.53099223332,0.0034364852074474,0.0148896182021232,0.045100472585606,4.336145723192589e-06,1.1425983587094732,28.56693661247173,0
-0.0024960224469668,2.199949752356411,0.7830742349096269,0.000305176,2.280239719103252,74.914853059,0.253545024692949,174.62348080542915,30317.49904073072,0.0035315200406408,0.0118685539769784,0.01316330184867,4.135990410953814e-06,0.146095526971879,1.0838818262722878,0
-0.0024157611450001,2.214249237916092,0.7774613448810102,0.00244141,2.3211330495702875,72.19268234399999,0.2377702098543163,172.28527701170935,29777.467230614413,0.0034031956824992,0.0036684629097279,0.0105737990342189,3.969993747054735e-06,0.0538314638358858,0.0095936984097311,0
-0.0024362893311334,2.19991374987546,0.7663238185315989,0.00183105,1.9601901168765852,73.74724958499999,0.2456995766012172,172.87956878822914,29916.654121131163,0.0034764786850273,0.0129475140722553,0.0125159243772903,3.997829271021095e-06,0.1256252087233127,1.2345746173761905,0
-0.0024941811718334,2.1976787751105427,0.7717781251530892,0.00152588,2.8305003971026754,75.13671459,0.2543242837176563,177.25837047546634,30945.314359729426,0.0035419786935111,0.0118685539769784,0.0159685924395358,4.113825023303612e-06,0.2183045435688676,1.7226544391300038,0
-0.0024892271841001,2.183890301072718,0.8036807469464682,0.0012206999999999,2.717085832609747,74.00268157,0.2456564538895987,171.5541974924514,29608.45730701922,0.0034885198642757,0.0118685539769784,0.0116527591294958,3.925403510435652e-06,0.2790253248369969,1.6357869742471074,0
-0.0024464821857334,1.2219413661379184,0.7791912674757068,0.00305176,3.200568864295907,72.97118616099999,0.2780537627338496,172.6171478681321,29853.77446797829,0.0034398947043779,0.018558088182919,0.0593428052402311,6.382182974884001e-06,2.6172309726232603,49.713061772610885,0
-0.0024178261536001,2.1958395628920195,0.7782985722456405,0.00396729,2.974421359909663,72.131037879,0.2334704340867398,170.76499479902714,29426.05111888224,0.0034002897345509,0.0071211309719734,0.0164001397080939,3.714777755126455e-06,0.0285119281339009,0.2887561008616184,0
-0.0024145913220668,2.188351653332857,0.8105457070541937,2.386907782032965e-19,2.0840721731111524,71.908869512,0.2390394602916717,172.29418128831503,29779.26887092609,0.0033898166172929,0.0066895483480762,0.0133790896250847,4.157841271648948e-06,0.0788429837781662,0.1904661941857908,0
-0.0023748269014001,2.2080482402020483,0.7663874996734951,0.00366211,1.609632573684543,71.72576435,0.2342685098654313,177.68252008140132,31037.8181637153,0.0033811849571782,0.0105737990342189,0.0116527591294958,3.892677524890588e-06,0.0864630548719572,0.8687360631358083,0
-0.0023993121653668,2.180025656701501,0.79363008855693,0.00610352,2.62995453770846,72.94738303,0.24418733093612,176.46592299971945,30762.68124227101,0.0034387726140216,0.018558088182919,0.01316330184867,4.179652146127112e-06,0.2057685629903329,2.461630512800001,0
-0.0024435728476668,1.2020387128218766,0.7947698139140412,0.00396729,2.562863598469727,73.399959225,0.2521396018784529,168.17447590568665,28841.40816380595,0.0034601072604542,0.0064737535005937,0.0369003673762199,4.539996672545064e-06,0.9796502834534636,14.193294747061929,0
-0.0024457599469335,1.2412189796534585,0.7823397289817358,0.0012206999999999,2.1569848714301574,69.78972999,0.2410344216920193,173.85722282383497,30134.728480159964,0.0032899194222071,0.0138106581068463,0.026758193392305,4.925880308694706e-06,0.2450221519013365,4.8128588737205975,0
-0.0024421690750001,1.2242227497173983,0.767068451288239,0.000915527,2.418715933740731,71.88445697899999,0.2552581461615365,175.47224649004593,30520.68950830876,0.0033886657994509,0.0569690477757878,0.0140264883096678,5.224353810868168e-06,3.0294319745153144,64.86638842971539,0
-0.0023263243330001,2.1925146236321007,0.7790215221819412,0.000915527,2.20193663957375,72.898859809,0.2466887559243767,166.7729692807195,28511.53099223332,0.0034364852074474,0.0148896182021232,0.045100472585606,4.336145723192589e-06,1.1425983587094732,28.56693661247173,0
-0.0024009601766335,2.199949752356411,0.7830742349096269,0.000305176,2.280239719103252,74.914853059,0.253545024692949,174.62348080542915,30317.49904073072,0.0035315200406408,0.0118685539769784,0.01316330184867,4.135990410953814e-06,0.146095526971879,1.0838818262722878,0
-0.0024238991676001,2.214249237916092,0.7774613448810102,0.00244141,2.3211330495702875,72.19268234399999,0.2377702098543163,172.28527701170935,29777.467230614413,0.0034031956824992,0.0036684629097279,0.0105737990342189,3.969993747054735e-06,0.0538314638358858,0.0095936984097311,0
-0.0024960224469668,2.19991374987546,0.7663238185315989,0.00183105,1.9601901168765852,73.74724958499999,0.2456995766012172,172.87956878822914,29916.654121131163,0.0034764786850273,0.0129475140722553,0.0125159243772903,3.997829271021095e-06,0.1256252087233127,1.2345746173761905,0
-0.0024157611450001,2.1976787751105427,0.7717781251530892,0.00152588,2.8305003971026754,75.13671459,0.2543242837176563,177.25837047546634,30945.314359729426,0.0035419786935111,0.0118685539769784,0.0159685924395358,4.113825023303612e-06,0.2183045435688676,1.7226544391300038,0
-0.0024362893311334,2.183890301072718,0.8036807469464682,0.0012206999999999,2.717085832609747,74.00268157,0.2456564538895987,171.5541974924514,29608.45730701922,0.0034885198642757,0.0118685539769784,0.0116527591294958,3.925403510435652e-06,0.2790253248369969,1.6357869742471074,0
