x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,stress
0.0010360005936,0.000354573633333,0.001373535556567,0.001236846975433,0.001216033998633,0.000853607146567,0.0012308350406,0.001232177874267,0.000720520101,0.001163838685767,0.000922424405633,0.001109731115333,0.000880167757467,0.001094787631633,0.001198374601733,0
-0.002551432253633,-0.002590840602467,-0.002674702962267,-0.002640950473133,-0.002737202985733,-0.002638102150467,-0.002684672034567,-0.002729695636467,-0.002732879622733,-0.002721771210667,-0.002686950670533,-0.0027085672808,-0.002672841342733,-0.002696207624867,-0.0027702840107,0
0.002931671221033,0.0029873963681,0.0030182394681,0.002918589293133,0.003033264324133,0.002967071765633,0.002969757165633,0.003046173240433,0.0031126303204,0.0031330670002,0.003092600627433,0.003025533160767,0.003055654044067,0.003006052719,0.003047678708833,0
0.0011606240386,0.0011144712504,0.001077646697067,0.001107035150367,0.001093943060567,0.001141987900467,0.0011556597948,0.0010455930903,0.001052093317,0.001017008394467,0.001106801192433,0.0009983620976,0.000984873358267,0.0009216816342,0.000902648821433,0
0.0034235433286,0.0037119754609,0.003896637197733,0.003452637533133,0.003653686827367,0.004183349808233,0.0037489728767,0.004017903837533,0.003603485143733,0.0034691265501,0.0037666729228,0.003621297343633,0.003842153100567,0.003695678707467,0.004117238582133,0
0.000789398508967,0.001675018451033,0.0009801230873,0.001357676286767,0.001225362266933,0.000955973470967,0.001547037816367,0.000795695097567,0.001454183130467,0.001224558726733,0.0010539043359,0.000857452504433,0.001106577524367,0.001404470183467,0.000985575570633,0
-0.001649292032333,-0.001590738883633,-0.0016035359286,-0.0015956318422,-0.001595530128533,-0.001623352019267,-0.001613505032033,-0.001605682349233,-0.001614674913833,-0.0016155903903,-0.0015852355527,-0.0015779011718,-0.0015911864974,-0.001580037351067,-0.0015850219144,0
0.0009409587337,0.0010549113845,0.0010319418715,0.000942871159067,0.001035827749767,0.000849365343033,0.000838073831333,0.000915924154633,0.0009619243258,0.0007954404131,0.001144470393967,0.001007253146367,0.0009420268882,0.000996521072633,0.000898244247667,0
0.0010404563282,0.000871673670033,0.000897644051433,0.000624440514133,0.000700358217433,0.0006154786072,0.000672241310967,0.0006103720213,0.000634694546467,0.0005953470932,0.0009647116861,0.000435607838167,0.0005276693201,0.000528340707133,0.0006625773571,0
-0.002362060397767,-0.002370656209433,-0.0023436481428,-0.002500711959933,-0.002433491894533,-0.0024319151355,-0.0024517719907,-0.002529001790767,-0.0025182392342,-0.002526814670967,-0.002498453669267,-0.002433308792033,-0.0024985248476,-0.002576253155433,-0.0025373941072,0
