PAA,SAX,MCB
-0.0025777077329002503,a,c
-0.0025666909435336474,a,c
-0.002604949788833584,a,a
-0.0026187844107335807,a,b
-0.0026072589603002316,b,a
-0.0024872740494001635,b,c
-0.0024445086601002225,b,b
-0.0024938454720335435,b,b
-0.0024888202229669068,a,c
-0.002481831682466899,c,a
-0.0024557391044335766,a,a
-0.002534840739966868,b,b
-0.0025888059911001998,c,b
-0.0025975645621335217,a,c
-0.002634256892800198,a,a
-0.002690867042933603,a,a
-0.0026869912918002113,a,c
-0.002753438239166862,a,c
-0.002739267875033577,b,c
-0.002732523527400188,b,c
0.0009586791587333438,b,b
0.0013420000165000141,b,c
0.0010146480724333733,a,b
0.0009469702558000358,c,c
0.000830077797433354,a,a
0.0008153072318666846,b,a
0.000882364559166696,c,c
0.0009020076864000349,a,b
0.0009465531556333626,a,c
0.0008404130602333547,a,b
0.0009012244109666982,a,c
0.0009201757778333656,a,c
0.0007876074756333479,b,b
0.0007996313721666879,b,c
0.0008048600861000214,b,c
0.0007593380765000154,b,a
0.0007051697259000076,a,c
0.0011756084543333557,c,b
0.0009918721598666737,a,a
0.0009957478301000178,b,c
0.0011642456081333511,c,a
0.0009161784537000068,a,a
0.0009628295782333497,a,a
0.0008309122015666774,a,b
0.0008943582789666751,a,c
0.0011542053533333532,a,b
0.0009188639546000144,b,b
