Min,Med,Max,Class
-0.0302124,0.0036919351582333335,0.043335,0
-0.0332642,0.0037426250074333333,0.0424194,0
-0.03479,0.0038450422358999995,0.0390625,0
-0.0259399,0.0037591351933000004,0.0442505,0
-0.111389,0.0034886883857999994,0.0576782,0
-0.0338745,0.0038907165805666666,0.0476074,0
-0.140381,0.005093546336533333,0.157776,0
-0.268555,0.008543783086499999,0.134583,0
-0.365295,-0.0015014643209333332,0.215454,0
-0.280457,-0.006989400745766666,0.114441,0
-0.127869,0.008203114999233334,0.133667,0
-0.272217,0.0019643556673,0.151367,0
-0.24292,-0.0076347957314666665,0.102539,0
-0.167847,0.0003399352028666662,0.224609,0
-0.202942,0.0073267009297666675,0.124817,0
-0.240479,0.0032461235189666653,0.140076,0
-0.19043,-0.006833212139299998,0.108948,0
-0.149841,0.0021688030704333327,0.189819,0
-0.141296,0.0050655321401,0.158997,0
-0.250854,0.005095652704166668,0.110779,0
-0.0299072,-0.0027383320957,0.0238037,0
-0.0616455,-0.002748880981266667,0.0247192,0
-0.0415039,-0.0028011169437000003,0.0744629,0
-0.03479,-0.0027526956906333334,0.0100708,0
-0.0131226,-0.002749949090933333,0.015564,0
-0.0204468,-0.0027533467486666667,0.012207,0
-0.0146484,-0.0027878417695333334,0.12146,0
-0.0152588,-0.0028295694940333334,0.0119019,0
-0.043335,-0.0028129069092666667,0.0180054,0
-0.0177002,-0.0028000284656333335,0.00823975,0
-0.0192261,-0.0027991027581,0.0131226,0
-0.0164795,-0.0028042399064333334,0.022583,0
-0.0213623,-0.0027819010298333335,0.0335693,0
-0.065918,-0.0028011881285333337,0.0384521,0
-0.0485229,0.0003462320829666667,0.0201416,0
-0.0482178,0.00038577272706666674,0.0228882,0
-0.0186157,0.0001981709645333334,0.0146484,0
-0.126953,0.00030238868213333333,0.0268555,0
-0.050354,0.0001377156425666666,0.109863,0
-0.0689697,0.0003721416077333333,0.0256348,0
-0.103149,0.0002354430979333333,0.0170898,0
-0.0610352,0.0001781310928666666,0.0192261,0
-0.116577,0.00028787247520000006,0.0415039,0
-0.124207,0.0002144979619333333,0.0350952,0
-0.0921631,0.00022037767536666668,0.0238037,0
-0.0149536,0.0002408244486,0.0253296,0
-0.0540161,0.00022597258203333338,0.0164795,0
-0.057373,0.00039531453636666665,0.032959,0
-0.219421,0.0001718242202,0.083313,0
-0.0198364,-0.0021841936490333332,0.00518799,0
-0.0479126,-0.0021643369119333333,0.010376,0
-0.0588989,-0.0021893918841,0.0244141,0
-0.03479,-0.0021496478384333334,0.0946045,0
-0.0540161,-0.002183440948666667,0.0506592,0
-0.0198364,-0.002142933918366667,0.0238037,0
-0.0387573,-0.0022489215058000005,0.0720215,0
-0.012207,-0.0022046913396666667,0.00610352,0
-0.022583,-0.0022600095590666665,0.0213623,0
-0.032959,-0.0022028704641,0.124817,0
-0.105286,-0.002312337041433333,0.0256348,0
-0.432129,-0.0023309833011666663,0.0921631,0
-0.363464,-0.002371836047333334,0.126343,0
-0.0820923,-0.0024010720232666666,0.0469971,0
-0.0271606,0.0033631901918333338,0.0222778,0
-0.0466919,0.0034245001182333333,0.0210571,0
-0.0143433,0.0034524744623,0.0537109,0
-0.0283813,0.003408132499966666,0.0213623,0
-0.0137329,0.003590769863633333,0.0250244,0
-0.0186157,0.003295227599333333,0.0518799,0
-0.0540161,0.0034091496896,0.0338745,0
-0.0143433,0.003387390523266667,0.138245,0
-0.0158691,0.0032884323735333336,0.0460815,0
-0.0268555,0.0032469383548666664,0.123596,0
-0.012207,0.0034305527602,0.03479,0
-0.010376,0.0032645165973,0.0210571,0
-0.0140381,0.0033735458085,0.0213623,0
-0.0112915,0.003366465695466667,0.0592041,0
-0.0674438,0.003447042086033333,0.795593,0
-0.0863647,-0.0004698691722666668,0.2771,0
-0.055542,-0.00029677328580000005,0.0430298,0
-0.032959,-0.0005488382200666668,0.0369263,0
-0.0390625,-0.0004626464320333332,0.0967407,0
-0.0323486,0.00014029934399999974,0.0335693,0
-0.09552,-0.0002389933108000001,0.335693,0
-0.0320435,-5.8359646966666704e-05,0.0268555,0
-0.0408936,-0.0006026712671333331,0.0405884,0
-0.0689697,-0.0002078043654666668,0.192261,0
-0.0302124,0.00019555661939999995,0.0405884,0
-0.0375366,-0.0006702983054666668,0.0231934,0
-0.0524902,0.0007280581996333334,0.0949097,0
-0.105896,-0.0004698690728333333,0.0302124,0
-0.0341797,-0.0002278749789666666,0.0280762,0
-0.230103,0.0020851951787999997,0.292053,0
-0.109863,0.002333882815433333,0.337524,0
-0.0561523,0.0021419373728,0.0994873,0
-0.162964,0.0023662006646999996,0.383301,0
-0.0170898,0.0022669070574666667,0.0628662,0
-0.120544,0.002393158128533333,0.975342,0
-0.0167847,0.002470133845766667,0.0280762,0
-0.0866699,0.0027407636790333333,0.185547,0
-0.0357056,0.0028096012910333334,0.146484,0
-0.280762,0.0022149353679666666,0.255432,0
-0.104065,0.0026209822646666666,0.45929,0
-0.0167847,0.0025484521251,0.0402832,0
-0.0219727,0.002742767628333333,0.0305176,0
-0.0186157,0.0029418440494333327,0.0234985,0
-0.0354004,-0.002680826913133333,0.0268555,0
-0.032959,-0.0027628885949333333,0.0088501,0
-0.0128174,-0.002772379587333333,0.00854492,0
-0.050354,-0.0028698222161000005,0.0180054,0
-0.0823975,-0.003000335805366667,0.0292969,0
-0.0216675,-0.0029889018391666667,0.0134277,0
-0.0689697,-0.002984619266533333,0.0375366,0
-0.0204468,-0.003098795703733333,0.020752,0
-0.0158691,-0.0031106262919000003,0.00732422,0
-0.0125122,-0.002966023873266667,0.00701904,0
-0.0164795,-0.0029285177295333333,0.00701904,0
-0.104675,-0.0029032491131333335,0.0222778,0
-0.0213623,-0.002945221035233333,0.00946045,0
-0.020752,-0.0029740499273333333,0.0628662,0
-0.0549316,0.0010355631752666668,0.015564,0
-0.0405884,0.00034827683716666657,0.0271606,0
-0.0469971,0.0013627730228,0.0344849,0
-0.0216675,0.001246714326166667,0.0213623,0
-0.0140381,0.0012209371547,0.0140381,0
-0.015564,0.0008607380878000001,0.0195312,0
-0.0177002,0.0012137757142,0.0274658,0
-0.0485229,0.0012553814059666666,0.0146484,0
-0.0384521,0.0006917420230666666,0.0170898,0
-0.06073,0.0011879272289,0.198364,0
-0.0161743,0.0009469096765666666,0.0357056,0
-0.0140381,0.0010902710756333334,0.0149536,0
-0.19104,0.0007608439797333334,0.0164795,0
-0.0180054,0.0012323710946,0.0186157,0
-0.0134277,0.0031565147965000005,0.038147,0
-0.0286865,0.003244954879966667,0.0314331,0
-0.0317383,0.0030657150118000003,0.0299072,0
-0.0238037,0.0031565353428666663,0.0531006,0
-0.0546265,0.0030534469664,0.0253296,0
-0.0640869,0.0032072656963333334,0.0363159,0
-0.117493,0.0032087304743666665,0.0634766,0
-0.020752,0.0030159813071000004,0.078125,0
-0.0479126,0.0030637107229666664,0.0515747,0
-0.0466919,0.0032079165284333334,0.0515747,0
-0.0714111,0.003045441165066667,0.0698853,0
-0.0595093,0.0030865380061666664,0.0488281,0
-0.0622559,0.003155009262233334,0.0308228,0
-0.0271606,0.0031874393401,0.0222778,0
-0.0338745,-0.002251861603633334,0.0100708,0
-0.0195312,-0.0023393863776666668,0.0134277,0
-0.0231934,-0.002385366209833333,0.0164795,0
-0.0183105,-0.0023598024075999996,0.0189209,0
-0.027771,-0.0023275451761333335,0.010376,0
-0.0250244,-0.0024072472569333335,0.0222778,0
-0.0262451,-0.0024356386976666666,0.0296021,0
-0.0177002,-0.0023930461612,0.00915527,0
-0.0268555,-0.002367065679966667,0.0167847,0
-0.0244141,-0.002368489806266667,0.0128174,0
-0.0161743,-0.0023363342657,0.00976562,0
-0.0158691,-0.0023876954056333334,0.00946045,0
-0.0189209,-0.0023002220095666667,0.131226,0
-0.0238037,-0.002429158867966667,0.0308228,0
-0.017395,-0.0023621112604333334,0.0216675,0
-0.0161743,-0.002370279826733333,0.0592041,0
-0.0100708,-0.0023440346986333335,0.00671387,0
-0.0317383,-0.0025009357561666667,0.00305176,0
-0.0161743,-0.002436207959166667,0.00915527,0
-0.0180054,-0.0024305418441333336,0.0161743,0
-0.0823975,-0.002450561461566667,0.0994873,0
-0.0671387,-0.0025279336746666667,0.0100708,0
-0.012207,-0.0025210570242666665,0.0137329,0
-0.010376,-0.0025222573794333337,0.0125122,0
-0.0143433,-0.0024974567625,0.0613403,0
-0.0152588,-0.0024342548319333333,0.0131226,0
-0.0112915,-0.0025063780429666668,0.00366211,0
-0.0180054,-0.002572865703933333,0.0192261,0
-0.108643,-0.0016492716873333336,0.0775146,0
-0.0372314,-0.00159445186,0.0747681,0
-0.0183105,-0.0015935465104666667,0.0637817,0
-0.0497437,-0.0015881245348666666,0.14679,0
-0.0311279,-0.0016000670593333333,0.0143433,0
-0.057373,-0.0016236674132333335,0.0643921,0
-0.03479,-0.0016149901944666667,0.0875854,0
-0.143127,-0.0016039835857333332,0.56488,0
-0.0430298,-0.0016305948644333335,0.0976562,0
-0.0125122,-0.0015886229951666668,0.0158691,0
-0.0262451,-0.0015808613948000002,0.010376,0
-0.0360107,-0.0015873717856,0.0140381,0
-0.0112915,-0.0015842284487333333,0.0183105,0
-0.0369263,-0.0015992329310666666,0.0180054,0
-0.123596,-0.0024321085685333334,0.627136,0
-0.0457764,-0.0025174765804333336,0.0897217,0
-0.0344849,-0.0025049540875,0.0823975,0
-0.0180054,-0.0024236450492,0.0354004,0
-0.0335693,-0.00239814271,0.06073,0
-0.0418091,-0.002375386596366667,0.085144,0
-0.0280762,-0.0023725383619666663,0.0204468,0
-0.0308228,-0.0023818970008333334,0.0820923,0
-0.0161743,-0.0023478088630666666,0.0219727,0
-0.221252,-0.0024219056127000003,0.0732422,0
-0.0296021,-0.002480906336833333,0.0134277,0
-0.0201416,-0.0024927167241666666,0.032959,0
-0.0140381,-0.0024943135826666673,0.0473022,0
-0.0360107,-0.0024657797476000005,0.0674438,0
-0.0497437,-0.0024904481550333335,0.0732422,0
-0.0958252,0.0009410808040333334,0.124207,0
-0.022583,0.0010792542380333333,0.0302124,0
-0.0262451,0.0010352174288999999,0.0418091,0
-0.0500488,0.0009328308724333333,0.0457764,0
-0.0256348,0.001020090864,0.0616455,0
-0.0305176,0.0008862610831666666,0.0341797,0
-0.0369263,0.0007912903849666666,0.0360107,0
-0.0640869,0.0009476929513333333,0.0411987,0
-0.0708008,0.0009057923290333333,0.0350952,0
-0.141602,0.0008517351740999999,1.20483,0
-0.0265503,0.0010158591351,0.043335,0
-0.0286865,0.0010378520811333335,0.0271606,0
-0.0231934,0.0010686138460333334,0.0314331,0
-0.0256348,0.0010061544575666666,0.043335,0
-0.4245,0.0007888593652999999,0.0814819,0
-0.0363159,0.0016685182033666667,0.0216675,0
-0.115662,0.0009704591878333333,0.215149,0
-0.0384521,0.0013545329756333335,0.0457764,0
-0.0228882,0.0012372946402000001,0.06073,0
-0.0387573,0.0009519248064000001,0.0543213,0
-0.0601196,0.001588287422966667,0.19104,0
-0.179443,0.0007629395449999999,0.0210571,0
-0.241089,0.0014886374823333333,0.0305176,0
-0.0247192,0.0011733705777333334,0.0198364,0
-0.0180054,0.0010573019675666666,0.0222778,0
-0.0296021,0.0009223226911666667,0.0341797,0
-0.0292969,0.0010767415182666668,0.0299072,0
-0.022583,0.0013385013396666665,0.0265503,0
-0.0158691,0.003125630738566667,0.0317383,0
-0.0183105,0.0030511271584000004,0.0500488,0
-0.0247192,0.0031757202890333332,0.0189209,0
-0.00610352,0.0031736755928666667,0.0241089,0
-0.0100708,0.0032334086481333336,0.0262451,0
-1.39984,0.0033380441511,0.0689697,0
-0.00946045,0.0031551311434000005,0.0421143,0
-0.00549316,0.0032303060353333335,0.0146484,0
-0.466003,0.0032585146166999993,0.0546265,0
-0.00823975,0.003196411187133333,0.0314331,0
-0.00732422,0.0031894633544000003,0.0338745,0
-0.015564,0.0031921895826999996,0.017395,0
-0.00610352,0.0031996460355,0.0195312,0
-0.0167847,0.0031994832942,0.0341797,0
-0.0268555,-0.002396555547866667,0.0183105,0
-0.0595093,-0.0023057352687999998,0.0323486,0
-0.0149536,-0.002316518123266667,0.0149536,0
-0.0201416,-0.0023031209250999997,0.0259399,0
-0.0186157,-0.0023254394554666664,0.0881958,0
-0.0588989,-0.002351470924766667,0.0143433,0
-0.0280762,-0.002371531207733333,0.0241089,0
-0.0167847,-0.002321289055,0.0146484,0
-0.0149536,-0.0023531697708333334,0.0146484,0
-0.0244141,-0.0023491313330666667,0.0128174,0
-0.0152588,-0.0022766418677999996,0.0128174,0
-0.017395,-0.0023159790291999998,0.0323486,0
-0.0390625,-0.0023167623252999996,0.0210571,0
-0.0570679,-0.0022868855988,0.0689697,0
-0.0143433,0.0011534627142,0.0152588,0
-0.020752,0.0010618082726333335,0.0152588,0
-0.0167847,0.0010443420708,0.0152588,0
-0.0219727,0.0010234985524333333,0.0393677,0
-0.017395,0.0009228312176,0.027771,0
-0.0228882,0.0009721272604,0.0170898,0
-0.0161743,0.0009171650937333333,0.057373,0
-0.022583,0.0009536335940999999,0.0723267,0
-0.0234985,0.0008210245731999999,0.0457764,0
-0.0180054,0.0008790792450000001,0.0466919,0
-0.0119019,0.0008436482586666665,0.0271606,0
-0.0268555,0.0009405212708333333,0.0524902,0
-0.0177002,0.0009407755800000001,0.0366211,0
-0.0128174,0.0009080708563333334,0.0192261,0
-0.0231934,0.0009016011534666667,0.0344849,0
-0.0180054,0.0033531905143666667,0.0283813,0
-0.0137329,0.003325165246366667,0.0302124,0
-0.125427,0.0033376367144333334,0.930176,0
-0.0170898,0.0035091862205000003,0.0274658,0
-0.0415039,0.0033708295833,0.0177002,0
-0.0537109,0.0032369591763,0.0619507,0
-0.0164795,0.0034723311034999997,0.0543213,0
-0.0152588,0.0033170271574333335,0.0317383,0
-0.0509644,0.0032973636919,0.0387573,0
-0.00976562,0.0033534346098333333,0.0228882,0
-0.0125122,0.003274282136066666,0.0247192,0
-0.0128174,0.0032785445580666667,0.0201416,0
-0.0222778,0.003323354479566667,0.0344849,0
-0.0234985,0.0033753462102666665,0.0576782,0
-0.0274658,-0.0022413633874999997,0.00762939,0
-0.0128174,-0.0023262226564333332,0.00854492,0
-0.0195312,-0.0023601175049333335,0.015564,0
-0.0219727,-0.0024210204476666666,0.0137329,0
-0.0250244,-0.0025155334103666663,0.0445557,0
-0.0360107,-0.0025845234618333338,0.0180054,0
-0.0109863,-0.0025476683790333337,0.0100708,0
-0.0180054,-0.0025407205322666663,0.00976562,0
-0.0161743,-0.0025866698878666667,0.0131226,0
-0.0183105,-0.002619476220633333,0.0183105,0
-0.0338745,-0.002621561666866667,0.0100708,0
-0.0317383,-0.002611653544533333,0.00732422,0
-0.0372314,-0.0025903726693,0.0125122,0
-0.0302124,-0.0025616962628333332,0.0106812,0
-0.0219727,0.0023147585878666665,0.0335693,0
-0.0219727,0.0023296715325,0.0320435,0
-0.0238037,0.002384084311566667,0.0259399,0
-0.0219727,0.0026449384820000006,0.0253296,0
-0.0271606,0.0025564680114333336,0.142517,0
-0.0241089,0.002544108573666667,0.0234985,0
-0.0946045,0.0028539229249333335,0.0570679,0
-0.105896,0.002607696891566667,0.0311279,0
-0.0274658,0.002648234374366667,0.0289917,0
-0.0265503,0.002742116656433333,0.0286865,0
-0.114441,0.0026530256754,0.0268555,0
-0.0213623,0.0029054366137999995,0.0262451,0
-0.0466919,0.0027817692380666665,0.0323486,0
-0.0228882,0.0027245284343333336,0.0366211,0
-0.0836182,-0.0023428344343666666,0.0134277,0
-0.0820923,-0.0024114786218333334,0.411987,0
-0.0177002,-0.0024917601911333335,0.00946045,0
-0.0567627,-0.002473409004766667,0.017395,0
-0.0479126,-0.0024597268902000003,0.0115967,0
-0.152893,-0.0024310810363333333,0.0302124,0
-0.0216675,-0.0024122822332999995,0.00640869,0
-0.0363159,-0.002407236675166667,0.010376,0
-0.0302124,-0.0025258585413000002,0.0613403,0
-0.0405884,-0.0025490925465,0.126953,0
-0.179443,-0.002555114737466667,0.105896,0
-0.270996,-0.0024653930051,0.017395,0
-0.0640869,-0.0024814350857333333,0.0299072,0
-0.252991,-0.002432698509066667,0.038147,0
-0.0567627,0.0031593427892,0.563354,0
-0.0253296,0.0032026980113666666,0.215759,0
-0.0247192,0.003252523019933333,0.0695801,0
-0.733337,0.0032411096114,0.0790405,0
-0.043335,0.0032516889444666667,0.0375366,0
-0.0195312,0.0031698916598,0.0292969,0
-0.0177002,0.003258738683433333,0.0308228,0
-0.0192261,0.0033735762916999998,0.0305176,0
-0.0424194,0.0032389326089999997,0.0360107,0
-0.0296021,0.0031085105052666667,0.0360107,0
-0.0195312,0.0031912033129,0.0305176,0
-0.0195312,0.0032571719550333333,0.0384521,0
-0.0183105,0.0033264671246666664,0.0454712,0
-0.0183105,0.0034467371284000003,0.0393677,0
-0.0390625,-0.0018364969556000001,0.0201416,0
-0.0521851,-0.0020849100795666668,0.123596,0
-0.0982666,-0.0022777202091,0.108337,0
-0.0897217,-0.0023587240323333335,0.0262451,0
-0.0616455,-0.0024684550768,0.0192261,0
-0.055542,-0.0024030152472,0.16571,0
-0.0424194,-0.0024257303545000006,0.101929,0
-0.0213623,-0.0023557230653333335,0.012207,0
-0.032959,-0.002426147566266667,0.0366211,0
-0.0527954,-0.002461975195666667,0.0613403,0
-0.0137329,-0.0024686584834666668,0.0146484,0
-0.0119019,-0.002491719551633333,0.00762939,0
-0.0146484,-0.002497151779766667,0.0088501,0
-0.0238037,-0.0024413757495333334,0.0540161,0
-0.00610352,0.0029627482899000006,0.0149536,0
-0.00610352,0.0029904988967333337,0.0115967,0
-0.0164795,0.0030643006069,0.012207,0
-0.00549316,0.002990732827966667,0.0119019,0
-0.00610352,0.0030334472762999997,0.012207,0
-0.00610352,0.0030692647687666666,0.015564,0
-0.045166,0.0032171936489000003,0.0570679,0
-0.0314331,0.0030275269405666667,0.0231934,0
-0.00640869,0.0031246033507,0.0219727,0
-0.010376,0.0030707804891333327,0.0286865,0
-0.00610352,0.003131927568633333,0.0192261,0
-0.00549316,0.0031692505823333337,0.0131226,0
-0.00518799,0.0031213175827666667,0.0131226,0
-0.0167847,0.003199351043166667,0.0177002,0
-0.00915527,0.0031382955615,0.0262451,0
-0.0299072,0.0009443462919999999,0.0393677,0
-0.0149536,0.0010383199491333333,0.03479,0
-0.0170898,0.0009242859446333334,0.0390625,0
-0.0177002,0.0009271749509,0.0216675,0
-0.0256348,0.0009979959903333334,0.11322,0
-0.0305176,0.0009397684918999999,0.179443,0
-0.0146484,0.0009794210380333333,0.0195312,0
-0.0131226,0.0009978943335333334,0.0177002,0
-0.0280762,0.0008948772025666667,0.0515747,0
-0.0708008,0.0008350424032666666,0.4422,0
-0.0268555,0.0009543355852999999,0.0204468,0
-0.0991821,0.0009510600927000001,0.350647,0
-0.0189209,0.0008538004684666668,0.114136,0
-0.0311279,0.0009105224977333334,0.0161743,0
-0.113525,0.0007912700757666668,0.0317383,0
-0.0195312,0.0010404563282,0.0219727,0
-0.0244141,0.0008785401254333335,0.0259399,0
-0.0180054,0.0008779500411,0.0201416,0
-0.0506592,0.000617970783,0.182495,0
-0.0149536,0.000717214096,0.0790405,0
-0.0161743,0.0006228740322333332,0.0222778,0
-0.020752,0.0007035726941666667,0.0259399,0
-0.0222778,0.0005637411600333334,0.0259399,0
-0.0158691,0.0006239320125666668,0.0247192,0
-0.0653076,0.0006297404023333333,0.849304,0
-0.0311279,0.0007767131991666666,0.574951,0
-0.0259399,0.0005923156274333333,0.0253296,0
-0.0302124,0.0005716858549333333,0.114746,0
-0.0610352,0.0005929667673333332,0.0256348,0
-0.0241089,0.0029896444505333334,0.0250244,0
-0.00640869,0.003034291588166667,0.0344849,0
-0.00671387,0.0031209411913,0.0305176,0
-0.0515747,0.0030392252331999997,0.0814819,0
-0.0363159,0.0030398153120333336,0.0262451,0
-0.0189209,0.0030859477319,0.0134277,0
-0.0457764,0.003037689376333333,0.0466919,0
-0.0488281,0.003025482239933333,0.0601196,0
-0.0314331,0.003037475610166667,0.0341797,0
-0.0210571,0.0030003459053,0.106812,0
-0.656433,0.0030736899823333337,0.0857544,0
-0.0247192,0.003061574323166667,0.03479,0
-0.0231934,0.0031053467482000004,0.0448608,0
-0.136719,0.0031401164010333334,0.0289917,0
-0.010376,0.0011606952462666668,0.0125122,0
-0.0128174,0.0011040037276999998,0.0213623,0
-0.0170898,0.0010976357222666666,0.0152588,0
-0.0198364,0.0010593870424666669,0.0723267,0
-0.0292969,0.0011132301441666667,0.477905,0
-0.0100708,0.0011725970289333332,0.0106812,0
-0.0109863,0.0010414427036,0.00854492,0
-0.00823975,0.0010580645790666668,0.00976562,0
-0.0195312,0.0010196633345000003,0.0158691,0
-0.0442505,0.0011135965250666667,0.219116,0
-0.00701904,0.0009470010018333333,0.0161743,0
-0.00915527,0.0010622252162666667,0.0192261,0
-0.00854492,0.0008658955021666667,0.0119019,0
-0.0115967,0.0008896788467666667,0.0427246,0
-0.012207,0.0009085692775666667,0.0354004,0
-0.0213623,-0.0025513915633,0.0131226,0
-0.0402832,-0.0025919900968,0.0134277,0
-0.0280762,-0.0026753641767333337,0.0170898,0
-0.0180054,-0.0026386718251,0.0292969,0
-0.0302124,-0.002738820417866667,0.0302124,0
-0.0299072,-0.002643503760966667,0.0405884,0
-0.0140381,-0.0026778666146999998,0.0509644,0
-0.0247192,-0.002719177242733333,0.0088501,0
-0.0109863,-0.0027446288901000005,0.0140381,0
-0.110474,-0.0027193298048666667,0.0292969,0
-0.0466919,-0.0026874186071666668,0.0119019,0
-0.0360107,-0.002705607081,0.0128174,0
-0.0595093,-0.0026719461589666668,0.0088501,0
-0.0726318,-0.0026986286862666665,0.00823975,0
-0.0979614,-0.0021805317567000003,0.0283813,0
-0.0430298,-0.0022356465253,0.00976562,0
-0.0195312,-0.0022955830445000004,0.010376,0
-0.0128174,-0.0022914326520666667,0.0146484,0
-0.0167847,-0.002312805160266667,0.012207,0
-0.0137329,-0.0023605142816666667,0.0195312,0
-0.0363159,-0.002432078002233333,0.0299072,0
-0.200195,-0.0024163409954666665,0.0866699,0
-0.0332642,-0.002346466013766667,0.0274658,0
-0.0366211,-0.0023978882085,0.0372314,0
-0.0115967,-0.0024296366155666664,0.0247192,0
-0.187683,-0.0023787230841,0.0527954,0
-0.155029,-0.0024583637701,0.558472,0
-0.0219727,-0.0024582723131333336,0.0564575,0
-0.0375366,-0.0024918823618333336,0.111084,1
-0.145264,-0.002458282190866667,0.240479,1
-0.0268555,-0.0024702044687333335,0.0491333,1
-0.00640869,-0.0025199481400666663,0.00152588,1
-0.00762939,-0.0025008135651000004,0.00152588,1
-0.00640869,-0.002483072686366667,0.00152588,1
-0.00823975,-0.0024819841893333333,0.000610352,1
-0.00610352,-0.002453674049066667,0.0012207,1
-0.0088501,-0.0023737484670666668,0.00152588,1
-0.0088501,-0.0024180905664333333,0.0012207,1
-0.00762939,-0.0024690854666333337,0.000915527,1
-0.00640869,-0.0024646604024333336,0.000915527,1
-0.00579834,-0.0024735003122333334,0.000610352,1
-0.00579834,-0.0025015968981,0.0012207,1
-0.015564,-0.002506439012133333,0.00183105,1
-0.0375366,-0.0024918823618333336,0.111084,1
-0.145264,-0.002458282190866667,0.240479,1
-0.0268555,-0.0024702044687333335,0.0491333,1
-0.00640869,-0.0025199481400666663,0.00152588,1
-0.00762939,-0.0025008135651000004,0.00152588,1
-0.00640869,-0.002483072686366667,0.00152588,1
-0.00823975,-0.0024819841893333333,0.000610352,1
-0.00610352,-0.002453674049066667,0.0012207,1
-0.0088501,-0.0023737484670666668,0.00152588,1
-0.0088501,-0.0024180905664333333,0.0012207,1
-0.00762939,-0.0024690854666333337,0.000915527,1
-0.00640869,-0.0024646604024333336,0.000915527,1
-0.00579834,-0.0024735003122333334,0.000610352,1
-0.00579834,-0.0025015968981,0.0012207,1
-0.015564,-0.002506439012133333,0.00183105,1
-0.0292969,0.0030009157313000004,0.0878906,1
-0.010376,0.003108520544433333,0.0335693,1
-0.0445557,0.003031026240866667,0.017395,1
-0.0109863,0.0030087076673333333,0.0650024,1
-0.00579834,0.003058776867266667,0.0106812,1
-0.00488281,0.0029891154323333333,0.0106812,1
-0.00762939,0.0029392496643,0.0146484,1
-0.00640869,0.0029603881767333333,0.0100708,1
-0.00518799,0.002964843764833333,0.0106812,1
-0.00488281,0.0031074930977333334,0.0119019,1
-0.00488281,0.0030543213167000005,0.0112915,1
-0.00427246,0.003011362733,0.0115967,1
-0.0912476,0.003042083785333334,0.0448608,1
-0.00396729,0.003053192158166667,0.0100708,1
